"year","gear","tot_val"
2014,"OTB",31.924045
2014,"OTB",7.981011
2014,"OTB",5.320674
2014,"OTB",2.660337
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",11.569459
2014,"OTB",47.000927
2014,"OTB",102.678949
2014,"OTB",489.532734
2014,"OTB",837.339595
2014,"OTB",1037.635854
2014,"OTB",896.633072
2014,"OTB",780.215391
2014,"OTB",369.499597
2014,"OTB",380.345965
2014,"OTB",532.918205
2014,"OTB",417.223615
2014,"OTB",162.695517
2014,"OTB",201.01935
2014,"OTB",165.587882
2014,"OTB",40.493106
2014,"OTB",8.677094
2014,"OTB",23.862009
2014,"OTB",0
2014,"OTB",2.892365
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
2014,"OTB",0
